success,depth,lateral_mm,axis_err_deg,steps,solver_error,source,target,block,theta_deg,method,endpoint_pass
False,0.09403858157194964,13.779795143193914,0.41944108983726325,648,,lift_early,diagonal_late,3,-5.0,no_adapt,False
True,0.07130621183831194,1.614885432262133,1.3138191168070987,631,EpisodeFinished,lift_early,diagonal_late,3,-5.0,rigid,True
True,0.07131746794745383,1.5835167956711729,0.6246424641039398,628,EpisodeFinished,lift_early,diagonal_late,3,-5.0,source,True
True,0.07131398052379381,1.408807641240853,1.9658823358294066,621,EpisodeFinished,lift_early,diagonal_late,3,-5.0,target,True
True,0.07161515645676987,2.0976823748706255,4.511429593026278,606,EpisodeFinished,lift_early,diagonal_late,3,5.0,no_adapt,False
True,0.07149644224800047,1.280798835282504,0.38828891719795244,616,EpisodeFinished,lift_early,diagonal_late,3,5.0,rigid,True
True,0.07123840299598772,1.1380120479560552,0.6913465184251074,621,EpisodeFinished,lift_early,diagonal_late,3,5.0,source,True
True,0.07016844572936463,1.130625026069427,1.2907124801232397,609,EpisodeFinished,lift_early,diagonal_late,3,5.0,target,True
False,0.09415587198587773,18.096393061843706,0.6978499257320173,657,,lift_early,diagonal_late,3,-10.0,no_adapt,False
True,0.07178593270062807,1.6786029357606966,0.2010131342841364,651,EpisodeFinished,lift_early,diagonal_late,3,-10.0,rigid,True
True,0.07157084767534208,1.7031783174553727,0.6235003817695195,645,EpisodeFinished,lift_early,diagonal_late,3,-10.0,source,True
True,0.07107122482764922,1.2501029876677978,0.7045711520404272,651,EpisodeFinished,lift_early,diagonal_late,3,-10.0,target,True
True,0.07138161789103485,1.0571396587507795,3.252159782025487,615,EpisodeFinished,lift_early,diagonal_late,3,10.0,no_adapt,False
