model,task_key,sample_size,alpha_active_du,alpha_active_dv,alpha_active_dw,alpha_active_roll,alpha_active_pitch,alpha_active_yaw
Full operator (SE(3)),wine_bottle_on_cabinet,15,1.0231256330045666,0.9547962197970811,1.0160495539610186,0.0,0.0,0.0
Pdiag pointwise (SE(3)),wine_bottle_on_cabinet,15,0.9934527661378377,0.9738854145921488,1.0163536946572576,0.0,0.0,0.0
Pdiag finite (SE(3)),wine_bottle_on_cabinet,15,1.0119857892276383,1.0077289712644186,1.0101174996622473,0.0026404305302299446,0.001109988042269073,0.0010596431558610037
Frame-weighted (SE(3)),wine_bottle_on_cabinet,30,0.5413811268661175,0.5413811268661175,0.5413811268661175,0.5413811268661175,0.5413811268661175,0.5413811268661175
Phase scalar GP (SE(3)),wine_bottle_on_cabinet,30,0.5454979280927019,0.5454979280927019,0.5454979280927019,0.5454979280927019,0.5454979280927019,0.5454979280927019
TP-GMM additive (SE(3)),wine_bottle_on_cabinet,30,0.9210321599225727,0.9300815000931322,0.9512397112898182,0.0069358471101137464,0.006527785747144632,0.0015119622907901291
TP-GMM SE(3),wine_bottle_on_cabinet,30,0.9226563344198515,0.9276926817384804,0.9427980791902022,0.006433993732885372,0.006657452250958447,0.0015742969704774328
Full operator (SE(3)),wine_bottle_on_cabinet,30,0.9799590281262012,0.9771251108201948,1.0314193067606245,0.0,0.0,0.0
Pdiag pointwise (SE(3)),wine_bottle_on_cabinet,30,0.967178986741001,0.9781328458987235,1.0317638339746669,0.0,0.0,0.0
Pdiag finite (SE(3)),wine_bottle_on_cabinet,30,1.0060840689877202,1.0111814896193962,1.0085679521304394,0.0028970575295329745,0.0006116173214028073,0.0005333425705337735
Frame-weighted (SE(3)),moka_pot_on_stove,8,0.5407544389092319,0.5407544389092319,0.5407544389092319,0.5407544389092319,0.5407544389092319,0.5407544389092319
Phase scalar GP (SE(3)),moka_pot_on_stove,8,0.5448664747987614,0.5448664747987614,0.5448664747987614,0.5448664747987614,0.5448664747987614,0.5448664747987614
TP-GMM additive (SE(3)),moka_pot_on_stove,8,0.955198868145569,0.975221098844043,0.9767460746632738,0.015843981243072697,0.019531328674582554,0.006366432895319611
TP-GMM SE(3),moka_pot_on_stove,8,0.9493485668575496,0.9759155935871546,0.977970768875532,0.024385718293389907,0.024863635093349767,0.009331338387706056
Full operator (SE(3)),moka_pot_on_stove,8,0.9361464895038792,0.9222126776079382,0.9526642102052669,0.0,0.0,0.0
Pdiag pointwise (SE(3)),moka_pot_on_stove,8,0.9790248408200823,1.023701549793377,0.9918217978351296,0.0,0.0,0.0
Pdiag finite (SE(3)),moka_pot_on_stove,8,1.0005513567103455,1.0294599325241889,1.0030387739772786,0.002399383050914203,0.002409356578218672,0.003236181650689319
Frame-weighted (SE(3)),moka_pot_on_stove,15,0.5640891441513168,0.5640891441513168,0.5640891441513168,0.5640891441513168,0.5640891441513168,0.5640891441513168
Phase scalar GP (SE(3)),moka_pot_on_stove,15,0.5683786229694552,0.5683786229694552,0.5683786229694552,0.5683786229694552,0.5683786229694552,0.5683786229694552
TP-GMM additive (SE(3)),moka_pot_on_stove,15,0.9612354296060823,0.9609657719584676,0.9720975728292358,0.009528136454385624,0.011819344073725757,0.0023593272318900294
TP-GMM SE(3),moka_pot_on_stove,15,0.9709245050110982,0.9595990800219041,0.9737567929633238,0.009186491042568079,0.009738556565891768,0.0021939446704410948
Full operator (SE(3)),moka_pot_on_stove,15,1.0231256330045668,0.9547962197970808,1.0160495539610186,0.0,0.0,0.0
Pdiag pointwise (SE(3)),moka_pot_on_stove,15,0.993452766137838,0.9738854145921491,1.0163536946572576,0.0,0.0,0.0
Pdiag finite (SE(3)),moka_pot_on_stove,15,1.0119865217410486,1.0077295944179692,1.010116241541319,0.002672106673823091,0.0011341584747221803,0.0010500628914873005
Frame-weighted (SE(3)),moka_pot_on_stove,30,0.5413811268661175,0.5413811268661175,0.5413811268661175,0.5413811268661175,0.5413811268661175,0.5413811268661175
Phase scalar GP (SE(3)),moka_pot_on_stove,30,0.5454979282514463,0.5454979282514463,0.5454979282514463,0.5454979282514463,0.5454979282514463,0.5454979282514463
TP-GMM additive (SE(3)),moka_pot_on_stove,30,0.9210321599225496,0.9300815000931085,0.9512397112898068,0.0069358471101139685,0.006527785747144706,0.0015119622907901291
TP-GMM SE(3),moka_pot_on_stove,30,0.9226563344198746,0.9276926817384719,0.9427980791902255,0.006433993732891071,0.006657452250959557,0.0015742969704775067
Full operator (SE(3)),moka_pot_on_stove,30,0.9799590281262015,0.9771251108201948,1.031419306760624,0.0,0.0,0.0
Pdiag pointwise (SE(3)),moka_pot_on_stove,30,0.967178986741001,0.9781328458987237,1.0317638339746666,0.0,0.0,0.0
Pdiag finite (SE(3)),moka_pot_on_stove,30,1.006084955650246,1.0111809671565726,1.008567575539282,0.0028861938431793727,0.0006146066835804757,0.0005472143064483329
