dataset,episode,normalized_grasp_progress,stage_code
insert_jc_fix_3,1,0.76,4
insert_jc_fix_3,1,0.7633333333333333,4
insert_jc_fix_3,1,0.7666666666666667,4
insert_jc_fix_3,1,0.77,4
insert_jc_fix_3,1,0.7733333333333333,4
insert_jc_fix_3,1,0.7766666666666666,4
insert_jc_fix_3,1,0.78,4
insert_jc_fix_3,1,0.7833333333333333,5
insert_jc_fix_3,1,0.7866666666666666,5
insert_jc_fix_3,1,0.79,5
insert_jc_fix_3,1,0.7933333333333333,5
insert_jc_fix_3,1,0.7966666666666666,5
insert_jc_fix_3,1,0.8,5
insert_jc_fix_3,1,0.8033333333333333,5
insert_jc_fix_3,1,0.8066666666666666,5
insert_jc_fix_3,1,0.81,5
insert_jc_fix_3,1,0.8133333333333334,5
insert_jc_fix_3,1,0.8166666666666667,5
insert_jc_fix_3,1,0.82,5
insert_jc_fix_3,1,0.8233333333333334,5
insert_jc_fix_3,1,0.8266666666666667,5
insert_jc_fix_3,1,0.83,5
insert_jc_fix_3,1,0.8333333333333334,5
insert_jc_fix_3,1,0.8366666666666667,5
insert_jc_fix_3,1,0.84,5
insert_jc_fix_3,1,0.8433333333333334,5
insert_jc_fix_3,1,0.8466666666666667,5
insert_jc_fix_3,1,0.85,5
insert_jc_fix_3,1,0.8533333333333334,5
insert_jc_fix_3,1,0.8566666666666667,5
insert_jc_fix_3,1,0.86,5
insert_jc_fix_3,1,0.8633333333333333,5
insert_jc_fix_3,1,0.8666666666666667,5
insert_jc_fix_3,1,0.87,5
insert_jc_fix_3,1,0.8733333333333333,5
insert_jc_fix_3,1,0.8766666666666667,5
insert_jc_fix_3,1,0.88,5
insert_jc_fix_3,1,0.8833333333333333,5
insert_jc_fix_3,1,0.8866666666666667,5
insert_jc_fix_3,1,0.89,5
insert_jc_fix_3,1,0.8933333333333333,5
insert_jc_fix_3,1,0.8966666666666666,5
insert_jc_fix_3,1,0.9,5
insert_jc_fix_3,1,0.9033333333333333,5
insert_jc_fix_3,1,0.9066666666666666,5
insert_jc_fix_3,1,0.91,5
insert_jc_fix_3,1,0.9133333333333333,5
insert_jc_fix_3,1,0.9166666666666666,5
insert_jc_fix_3,1,0.92,5
insert_jc_fix_3,1,0.9233333333333333,5
insert_jc_fix_3,1,0.9266666666666666,5
insert_jc_fix_3,1,0.93,5
insert_jc_fix_3,1,0.9333333333333333,5
insert_jc_fix_3,1,0.9366666666666666,5
insert_jc_fix_3,1,0.94,5
insert_jc_fix_3,1,0.9433333333333334,5
insert_jc_fix_3,1,0.9466666666666667,5
insert_jc_fix_3,1,0.95,5
insert_jc_fix_3,1,0.9533333333333334,5
insert_jc_fix_3,1,0.9566666666666667,5
insert_jc_fix_3,1,0.96,5
insert_jc_fix_3,1,0.9633333333333334,5
insert_jc_fix_3,1,0.9666666666666667,5
insert_jc_fix_3,1,0.97,5
insert_jc_fix_3,1,0.9733333333333334,5
insert_jc_fix_3,1,0.9766666666666667,5
insert_jc_fix_3,1,0.98,5
insert_jc_fix_3,1,0.9833333333333333,5
insert_jc_fix_3,1,0.9866666666666667,5
insert_jc_fix_3,1,0.99,0
insert_jc_fix_3,1,0.9933333333333333,0
