model,global_progress,phase,phase_progress,alpha_x,alpha_y,g_translation,g_yaw
Frame-weighted,0.9791666666666666,Circular insert,0.9166666666666666,0.568084033632787,0.568084033632787,0.568084033632787,0.568084033632787
Frame-weighted,0.9895833333333333,Circular insert,0.9583333333333334,0.5681044032808373,0.5681044032808373,0.5681044032808373,0.5681044032808373
Frame-weighted,1.0,Circular insert,1.0,0.5681247729288877,0.5681247729288877,0.5681247729288877,0.5681247729288877
Phase scalar GP,0.0,Align keyed,0.0,0.009983184604145934,0.009983184604145934,0.009983184604145934,0.009983184604145934
Phase scalar GP,0.010416666666666666,Align keyed,0.041666666666666664,0.010042214872313271,0.010042214872313271,0.010042214872313271,0.010042214872313271
Phase scalar GP,0.020833333333333332,Align keyed,0.08333333333333333,0.022194161181186667,0.022194161181186667,0.022194161181186667,0.022194161181186667
Phase scalar GP,0.03125,Align keyed,0.125,0.046317144597861626,0.046317144597861626,0.046317144597861626,0.046317144597861626
Phase scalar GP,0.041666666666666664,Align keyed,0.16666666666666666,0.0824809724485488,0.0824809724485488,0.0824809724485488,0.0824809724485488
Phase scalar GP,0.05208333333333333,Align keyed,0.20833333333333334,0.1310601345181538,0.1310601345181538,0.1310601345181538,0.1310601345181538
Phase scalar GP,0.0625,Align keyed,0.25,0.19256940678967682,0.19256940678967682,0.19256940678967682,0.19256940678967682
Phase scalar GP,0.07291666666666666,Align keyed,0.2916666666666667,0.26721405672303983,0.26721405672303983,0.26721405672303983,0.26721405672303983
Phase scalar GP,0.08333333333333333,Align keyed,0.3333333333333333,0.3542690403490178,0.3542690403490178,0.3542690403490178,0.3542690403490178
Phase scalar GP,0.09375,Align keyed,0.375,0.4515029532336268,0.4515029532336268,0.4515029532336268,0.4515029532336268
Phase scalar GP,0.10416666666666666,Align keyed,0.4166666666666667,0.5548960412959743,0.5548960412959743,0.5548960412959743,0.5548960412959743
Phase scalar GP,0.11458333333333333,Align keyed,0.4583333333333333,0.65884124232347,0.65884124232347,0.65884124232347,0.65884124232347
